,document_id,document_text,entity,gold_answer
51,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Джозеф Блэк,PER
52,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Ангела Меркель,PER
53,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Кристин Лагард,PER
54,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Майкл Гоув,PER
55,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Дэвид Лидингтон,PER
56,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Борис Джонсон,PER
57,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Тереза Мэй,PER
58,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Международный Валютный Фонд,ORG
59,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Apple,ORG
60,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Google,ORG
61,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Alibaba,ORG
62,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",МИД,ORG
63,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Кабмин,ORG
64,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",РИА Новости,ORG
65,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",европейскими государствами,ORG
66,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Международный Экономический Форум,EVT
